分组ID,哈希类型,哈希值,文件数量,文件大小(字节),文件大小(可读),文件列表
SHA256_3114,SHA256,eaaf5bf02376af6bba6170ea1d588393cb791bb673c1c18a18e0ef99aa884e5d,2,2504,2.45 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQml\RemoteObjects\plugins.qmltypes; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQml\RemoteObjects\plugins.qmltypes
SHA256_3030,SHA256,f1101f41816f3c518ef77077cbdcbeb15f4f8119db3bddfc0959ca3c4c45fdf3,2,12506,12.21 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtGraphicalEffects\DropShadow.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtGraphicalEffects\DropShadow.qml
SHA256_2674,SHA256,3feda0bd71618e50e529a5ae97c317bd0810d7d5f3c9e147561d5f47f32078b3,2,12809,12.51 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PIL\Jpeg2KImagePlugin.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PIL\Jpeg2KImagePlugin.py
SHA256_3646,SHA256,409137d65f2b71c5972b3b7e5bf45e83760159ed5e57988020445d8c84a11806,2,2924,2.86 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\DialogButtonBox.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\DialogButtonBox.qml
SHA256_3908,SHA256,d4ff3080e64c091cac96a7a4f6f7fe8f2f948f468d70dd39271aa48d02f6b306,2,3570,3.49 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Material\ItemDelegate.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Material\ItemDelegate.qml
MD5_5591,MD5,a116db274a447247badca2b01beb9364,2,26834,26.21 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\cff.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\cff.py
SHA256_4700,SHA256,6040a0ad6ceb3fdd5933c424be96b8e67ac01968af328345a5ea4410df24a782,2,85,85 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Scene3D\qmldir; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Scene3D\qmldir
SHA256_3416,SHA256,230662718da2c6af495b462f42f17abb4b2b915b66557dc9196116c698784127,2,3656,3.57 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Styles\Base\HandleStyle.qmlc; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Styles\Base\HandleStyle.qmlc
SHA256_4252,SHA256,e0cdd5067406a7af72c33aba8bbe7ddcb67b35c3aa232ca538f0243d35f9dbc9,2,643,643 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\images\busyindicator-icon@2x.png; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\images\busyindicator-icon@2x.png
SHA256_2104,SHA256,f8245b812a3b981acad653a51226088be8b5fb7f084bf321f0b330d3a1f65af6,2,1473,1.44 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\py_src\ocr\output\output_txt.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\py_src\ocr\output\output_txt.py
MD5_2489,MD5,ef4f947f7c8f2b1747a5393b3e1f39be,2,263,263 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\qt_res\qml\Widgets\Panel.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\qt_res\qml\Widgets\Panel.qml
MD5_3349,MD5,de60da37658b3737154c69d264f2a414,2,5195,5.07 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Styles\Base\ApplicationWindowStyle.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Styles\Base\ApplicationWindowStyle.qml
MD5_5259,MD5,b018447d8934b93fbf8206a321cb85be,2,4656,4.55 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\G_M_A_P_.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\G_M_A_P_.py
MD5_5515,MD5,e476f269721f0ecc5eea04aeb6773bc5,2,36480,35.62 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\ttProgram.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\ttProgram.py
MD5_5723,MD5,077578dcd657ccef7781389be5ed4aa9,2,69338,67.71 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\pynput\_util\xorg_keysyms.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pynput\_util\xorg_keysyms.py
MD5_5473,MD5,ded066fa204af303baaf1504d0f0f2ff,2,3755,3.67 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_m_e_t_a.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_m_e_t_a.py
MD5_5279,MD5,02dcc63c2bbad4647e01c7a3883c121f,2,12129,11.84 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\M_E_T_A_.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\M_E_T_A_.py
MD5_5139,MD5,f7b4496149f5bf43edeec7e7ef3a4df9,2,2459,2.40 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\pens\t2CharStringPen.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\pens\t2CharStringPen.py
SHA256_5050,SHA256,32755c310d53c6662079ddb4c0a723ae964322f7ad9a4cdf45528709be5db147,2,99,99 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\mtiLib\__main__.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\mtiLib\__main__.py
MD5_2145,MD5,c0eb5a874f5ab48016ad6589a2ab1e4d,2,2787,2.72 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\py_src\ocr\tbpu\parser_single_code.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\py_src\ocr\tbpu\parser_single_code.py
MD5_89,MD5,38cc95bf472604ef20d20f45a86eb893,2,228281,222.93 B,svn\在建项目\滕州卷烟厂数据汇聚中心系统项目\02-需求阶段\卷包需求\月底盘存\2024年8月报表.xlsx; svn\滕烟数据汇聚中心项目\2-需求阶段\02-卷包车间\原始需求\月底盘存\2024年8月报表.xlsx
SHA256_2228,SHA256,9518d41ed9d48990441724419c31371fef82df2a97900eadc9293ab913eb00a0,2,2871,2.80 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\py_src\tag_pages\QRCode.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\py_src\tag_pages\QRCode.py
SHA256_4100,SHA256,c76e6d27c2e549924d626f3035e50c6acb5c80c1e27f6f2e563dc8b7ad07dc09,2,2568,2.51 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Universal\MenuBar.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Universal\MenuBar.qml
MD5_4481,MD5,e63da36f919735c308f3a549ab9de849,2,254,254 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Dialogs\images\information.png; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Dialogs\images\information.png
MD5_5295,MD5,8aa788fb5c0aa037caa9010a5ce1c629,2,91,91 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\T_S_I_D_.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\T_S_I_D_.py
MD5_2183,MD5,bf55939b63eaa1f0ada2519c94d0f1a0,2,4840,4.73 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\py_src\platform\win32\win32_api.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\py_src\platform\win32\win32_api.py
SHA256_3774,SHA256,e58dfd296be0df39fae916d8c6487c442738d8d585f679172aa31f4e387149da,2,4671,4.56 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Imagine\CheckBox.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Imagine\CheckBox.qml
MD5_4077,MD5,b980189f05c5741173e22f64617cb55d,2,3597,3.51 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Universal\DelayButton.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Universal\DelayButton.qml
SHA256_2646,SHA256,9f8fb6912a25c81eefdaee9d5f221fdffbc32ff2ccbd2370849bddf43a3c71cf,2,2773,2.71 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PIL\ImageMode.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PIL\ImageMode.py
SHA256_5040,SHA256,0d23265197aa7907a1780e60d67367e14c94a15a5ead69b7997905d35169f2a8,2,4211,4.11 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\misc\vector.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\misc\vector.py
SHA256_3770,SHA256,c2e7f54227e7269eaad59a694a6bda7e270fff440db971ec656c463ec6c0ce7b,2,3737,3.65 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Imagine\BusyIndicator.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Imagine\BusyIndicator.qml
MD5_3039,MD5,27721c5da4ff5fedb10808941d939e9a,2,7419,7.25 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtGraphicalEffects\HueSaturation.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtGraphicalEffects\HueSaturation.qml
MD5_4831,MD5,2b153ecae5151630e3efa69ada740a78,2,2716,2.65 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\config\__init__.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\config\__init__.py
SHA256_2054,SHA256,0c829222a2e1ff766f8feb65163a6bf1d46add8d2d312ac4d55b5e662d1584af,2,13794,13.47 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\py_src\mission\mission_doc.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\py_src\mission\mission_doc.py
MD5_3741,MD5,4d2b8287be5df8484599262e6ab0b053,2,3862,3.77 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\TabButton.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\TabButton.qml
SHA256_2336,SHA256,137d07377f9d90397c52c7d92e22d4ff4e7906ceb667ae753180cf025b20e991,2,1362,1.33 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\qt_res\images\icons\wait.svg; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\qt_res\images\icons\wait.svg
SHA256_4852,SHA256,a9e9eee2cb00b9ef10ae3a064cdafc70cfe99bcdd5760c8cb3dcaf8da721b22d,2,106496,104.00 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\cu2qu\cu2qu.cp38-win_amd64.pyd; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\cu2qu\cu2qu.cp38-win_amd64.pyd
SHA256_5560,SHA256,3d2d63791035b46f950b1e4e9646be4da115d9963cb4b65665e655dcdc02d74e,2,9124,8.91 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\unicodedata\__init__.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\unicodedata\__init__.py
SHA256_192,SHA256,dcf52d86ab8ef477f43c0651e0cdeac7ade945e414ad974f0d9d61fa4eed02ed,2,157757564,150.45 KB,svn\在建项目\滕州卷烟厂数据汇聚中心系统项目\01-项目立项\招投标文件\02_技术文件-滕州卷烟厂数据汇聚中心系统项目_北京远舢.docx; svn\滕烟数据汇聚中心项目\1-立项阶段\招投标文件\02_技术文件-滕州卷烟厂数据汇聚中心系统项目_北京远舢.docx
SHA256_5426,SHA256,4d4e52cfe846d6a320deeae53f102a48479479ea32d8d1f7347e317867d4324d,2,5514,5.38 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_a_v_a_r.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_a_v_a_r.py
SHA256_2222,SHA256,e807dd9deeb7dbc8f6b4e2adbc2773a6911e571befd989e6811d87944715938a,2,5661,5.53 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\py_src\server\web_server.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\py_src\server\web_server.py
MD5_5563,MD5,fb6c4bcb28a8483ce87971be969b31e7,2,54831,53.55 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\__init__.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\__init__.py
MD5_3597,MD5,78d5c89232ddc47c82d362ac0aa62258,2,11004,10.75 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\ToolBar.qmlc; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\ToolBar.qmlc
MD5_3811,MD5,30889bd8029cb44b1eacb72de3a525e6,2,5987,5.85 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Imagine\ProgressBar.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Imagine\ProgressBar.qml
MD5_2861,MD5,05f5d5f6274d65ecad650c745e5deef4,2,382232,373.27 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\QtQml.pyd; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\QtQml.pyd
SHA256_2632,SHA256,691992e953d315ae2fa671cc2dbde83a8c2362dd56f228fcd71e473a2e64a2d1,2,6229,6.08 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PIL\ImageDraw2.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PIL\ImageDraw2.py
SHA256_2570,SHA256,2492c16f4259c1399220892a4287b6bf3bacf974dcccdfcee3b0d09de5ca335a,2,3610,3.53 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PIL\BdfFontFile.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PIL\BdfFontFile.py
MD5_4713,MD5,ad17edd9b333e21720b653f93658fdbb,2,29464,28.77 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Shapes\qmlshapesplugin.dll; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Shapes\qmlshapesplugin.dll
SHA256_2028,SHA256,90251231d8168aa0930336f79e80441230a722d5261a60190067e44ce9bf0edb,2,2296,2.24 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\py_src\imports\call_func.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\py_src\imports\call_func.py
SHA256_4596,SHA256,8b9a77f76f468a79ba9d60db17ef160152df0661f408ede04898b976c0075595,2,4909,4.79 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Extras\designer\GaugeSpecifics.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Extras\designer\GaugeSpecifics.qml
SHA256_3632,SHA256,1a1d39fe89b42924ba484afc9485e9cb4c5b493accaf2db64ab258be9e0cb41e,2,5934,5.79 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\ComboBox.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\ComboBox.qml
MD5_2317,MD5,ae0fb3d1d5bac7f320906fb3e146f20c,2,732,732 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\qt_res\images\icons\one_to_one.svg; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\qt_res\images\icons\one_to_one.svg
MD5_3273,MD5,b2649334f094fb84301ce7b4707fc55f,2,4634,4.53 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Private\TableViewItemDelegateLoader.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Private\TableViewItemDelegateLoader.qml
SHA256_3478,SHA256,ed6d8c14fceff917c6eef857723b8085f444a456b95044a01db65a9e0202c8bc,2,8423,8.23 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Styles\Base\TextFieldStyle.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Styles\Base\TextFieldStyle.qml
SHA256_4318,SHA256,c55198faacceef55982a3ecebe54ee4da5c602de3f25f1ca8a7e0e47390a42d5,2,158,158 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\images\pageindicator-icon16.png; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\images\pageindicator-icon16.png
MD5_3575,MD5,e351d3c1e048fd1b3fba387970e5add1,2,2212,2.16 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Tab.qmlc; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Tab.qmlc
SHA256_4604,SHA256,008bdb5245386feda71dd7a89947ed716b722495ec5c365c0af80ced6c618042,2,4017,3.92 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Extras\designer\PieMenuSpecifics.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Extras\designer\PieMenuSpecifics.qml
MD5_2601,MD5,37f84819db30703cc1715c878ade8928,2,3071,3.00 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PIL\GbrImagePlugin.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PIL\GbrImagePlugin.py
MD5_3921,MD5,cbb179bd9c4898ecc26a6ec3c82a41c3,2,2588,2.53 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Material\Page.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Material\Page.qml
MD5_5125,MD5,0655f3ef7832e8f5203db2140b55742a,2,4090,3.99 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\pens\qu2cuPen.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\pens\qu2cuPen.py
SHA256_4422,SHA256,7d2ee15dc2297ae4c6e376de8157b00f1361fc93fe374b2a170f4b9d2f90510e,2,153,153 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\images\tumbler-icon@2x.png; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\images\tumbler-icon@2x.png
MD5_3673,MD5,decc259de73f443229a11796df832f7d,2,3604,3.52 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\Dialog.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\Dialog.qml
MD5_2949,MD5,a142640b76bbe9db24dfd3a3b0aa7ee7,2,4420,4.32 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\Qt\labs\calendar\WeekNumberColumn.qmlc; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\Qt\labs\calendar\WeekNumberColumn.qmlc
MD5_3409,MD5,e57175d65e71212f1e5595dafd629544,2,30776,30.05 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Styles\Base\GaugeStyle.qmlc; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Styles\Base\GaugeStyle.qmlc
MD5_5179,MD5,891a2d0eebe32e75e4074d6019695b57,2,779,779 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\subset\util.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\subset\util.py
SHA256_4734,SHA256,73df254fa19aa35eb6cd7a22d0db32e980ea1c86654c10ab8987fcdbb4418396,2,14715,14.37 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Window.2\plugins.qmltypes; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Window.2\plugins.qmltypes
SHA256_4844,SHA256,18788948f24b32c3649faccf370531ff6d837997e3aa378febc4167f09166e60,2,6273,6.13 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\cu2qu\cli.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\cu2qu\cli.py
MD5_4531,MD5,79114b3a5ae92da5216358ea99ce5ff3,2,7660,7.48 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Extras\Dial.qmlc; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Extras\Dial.qmlc
SHA256_4114,SHA256,ad00ba11bef803203b3b68d08c17d26b4848546847d3edd7802d968a6ecc3723,2,5073,4.95 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Universal\MenuItem.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Universal\MenuItem.qml
MD5_3511,MD5,bcbbb04747e7558f52bc6d92574201ec,2,112,112 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Styles\Base\images\arrow-up.png; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Styles\Base\images\arrow-up.png
SHA256_5226,SHA256,710ba1a2893e9182fa028512f6f40802beb92eceb137e7b5e65fe50b10f0336c,2,1833,1.79 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\BitmapGlyphMetrics.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\BitmapGlyphMetrics.py
MD5_4987,MD5,4a10191fec615f5738cea747ec7cb322,2,709,709 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\misc\cython.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\misc\cython.py
MD5_5543,MD5,12090a9dc8c50b7fd12396c3b8c182c3,2,1544,1.51 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\ufoLib\plistlib.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ufoLib\plistlib.py
MD5_4575,MD5,8d8cffb011863658faa1aecfe735aa60,2,18368,17.94 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Extras\Tumbler.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Extras\Tumbler.qml
MD5_3191,MD5,8ef9d96911e8b0ae9e2562662a516405,2,5714,5.58 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Private\CalendarUtils.js; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Private\CalendarUtils.js
MD5_2869,MD5,fa34d52dddd88ef470ebb2233e940673,2,6541,6.39 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\QtQuickWidgets.pyi; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\QtQuickWidgets.pyi
MD5_55,MD5,5fe54738641948b4a70829d8799223b4,2,21976,21.46 B,svn\在建项目\滕州卷烟厂数据汇聚中心系统项目\02-需求阶段\制丝需求\制丝数据收集\副本8月制丝设备故障停机日报表--上报设备管理处.xlsx; svn\滕烟数据汇聚中心项目\2-需求阶段\01-制丝车间\原始需求\制丝数据收集\副本8月制丝设备故障停机日报表--上报设备管理处.xlsx
MD5_3215,MD5,aedfa8ae1834bdae1d4cf32ba070ffbf,2,9830,9.60 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Private\FastGlow.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Private\FastGlow.qml
