文件名,完整路径,大小(字节),大小(可读),修改时间,是否目录,MD5哈希值,SHA256哈希值,扩展名,MIME类型
_a_v_a_r.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_a_v_a_r.py,5514,5.38 B,2024-01-24 11:40:39,false,68e99b4e9810e8a9ed48923ef44c54a6,4d4e52cfe846d6a320deeae53f102a48479479ea32d8d1f7347e317867d4324d,py,
_c_i_d_g.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_c_i_d_g.py,806,806 B,2024-01-24 11:40:39,false,323f81d27e20cc7bb6b099f09ff5639f,da7b62dac0514cb7c18c37e3af4e242add0777b7a3ab1b78af6d10eff6e85cd0,py,
_c_v_a_r.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_c_v_a_r.py,3393,3.31 B,2024-01-24 11:40:39,false,96210573e58a01acb2ac9afbfe7194c4,056cf321b8818f30bde46ef1c6d724473bc7edbdddad1946c57cc12f464b14d2,py,
_c_m_a_p.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_c_m_a_p.py,63219,61.74 B,2024-01-24 11:40:39,false,2ae1a9d5d81cbd9a44dbdd15252c0580,2da7099a842438361d67fa8ecb67b152da65bfd1ed630ac0e4f9f3888f0ffb6d,py,
_f_e_a_t.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_f_e_a_t.py,572,572 B,2024-01-24 11:40:39,false,5998aaaf6c767d5346f75dc391b95f46,04384478639ecd0e09cba6cdcd0300a3a4aa96a055da4c70b32376bf17858694,py,
_c_v_t.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_c_v_t.py,1408,1.38 B,2024-01-24 11:40:39,false,16c6f2f829b2b521f3c0578013cd898d,9ec57df41b6f84d6da35b8566fa20138b3f2cef4cbe838dafe04475f2baa5427,py,
_f_p_g_m.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_f_p_g_m.py,1219,1.19 B,2024-01-24 11:40:39,false,aa25e98eda39547d0bb666c232e22495,3b1e06143d67e44a633643d1e4b3cb78cbc5524d802855d23b24d096714b765b,py,
_f_v_a_r.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_f_v_a_r.py,8729,8.52 B,2024-01-24 11:40:39,false,0d6cc037a107a733dee7cb0a9cb13b5d,25c53cc30a94ade32a74e54b16dc810b04562f13642025cbdc9c92b46e7aaf60,py,
_g_c_i_d.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_g_c_i_d.py,176,176 B,2024-01-24 11:40:39,false,a6fed3feb9e90514a119ec8ea86809bc,bcea48fb81af58ba5437a0cc7057992034ff187e5a54f2e11793051d3bc56fa1,py,
_g_a_s_p.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_g_a_s_p.py,1971,1.92 B,2024-01-24 11:40:39,false,46453b5654d6ccad1382d7e0b453bf39,ca9a1c4a45034c7e9f44c042a47110489cd3715942b06d55ce29e04cbfa49b0b,py,
_g_v_a_r.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_g_v_a_r.py,10520,10.27 B,2024-01-24 11:40:39,false,1716972654c42f223351f2f1e1173d70,7a582b43f192d087248d14bbccb80aa213713d570e5beed25fa68d4afeea30c0,py,
_h_d_m_x.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_h_d_m_x.py,4143,4.05 B,2024-01-24 11:40:39,false,9833ff68bd8c6cca2054e3913a17373c,517111edd87c24eceb4d21c15cc72fa1342f73d53e356b34571aa9df96981047,py,
_h_e_a_d.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_h_e_a_d.py,4868,4.75 B,2024-01-24 11:40:39,false,a83c510a3bb6d42614094f63e36bfa97,05b7461a3d520fb8b8fa04cfa6ea33b8af58a7374dad6f421a76d35ad4bdb80e,py,
_g_l_y_f.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_g_l_y_f.py,101306,98.93 B,2024-01-24 11:40:39,false,9266fdb68f9dd1cc30390c6c81b8c6ca,197906eede66dbad7b867327e46db6b0c58b7cf82d239055cde41f4f98dcf32e,py,
_h_h_e_a.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_h_h_e_a.py,4569,4.46 B,2024-01-24 11:40:39,false,c6e61688ca31024507426a5f9e9ddc81,7f0271e1c9da6c414a11ba666613ef9a54817840be929e6d1d8e86781f1abc01,py,
_h_m_t_x.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_h_m_t_x.py,5918,5.78 B,2024-01-24 11:40:39,false,6b6c965638989f8826cbaa54929dd0c3,eb6946a5c1dc9cb5704ef864bdb02896f96f600a415bd0e1ed784748317d3546,py,
_l_c_a_r.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_l_c_a_r.py,93,93 B,2024-01-24 11:40:39,false,634227a246043a6cf5015069d6ae0724,a1f9fae5a6a9f768c536c0a3f57c4f00bc0ffd8f5e18ffe2d0fc0d302a4ff640,py,
_k_e_r_n.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_k_e_r_n.py,10713,10.46 B,2024-01-24 11:40:39,false,ab874c0fb1b3259d6e123a910d5c306f,4dcd96b02a8ded4e5dc848cf8fab6388eaf4def161d901a52c40d9fe9bbde565,py,
_l_o_c_a.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_l_o_c_a.py,2059,2.01 B,2024-01-24 11:40:39,false,7dcea259460da65515443cb81034f1a9,2bdf94a9dd9d7405000ddfaee67c46538b1055b111f1f4848394cd206839803c,py,
_l_t_a_g.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_l_t_a_g.py,2338,2.28 B,2024-01-24 11:40:39,false,09a823433ea7b13726a979f3c000c8b0,35ce6b79a5de3929433c39bd50dfdf33fb47fe9e7d84e255ea976d68118974a2,py,
_m_a_x_p.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_m_a_x_p.py,5195,5.07 B,2024-01-24 11:40:39,false,e202c3fd3c8d230d1615e290d679b01b,32e48dd00f218173197a53d60a305cbc01d0364332fcddafe1c244f157b37a23,py,
_m_e_t_a.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_m_e_t_a.py,3755,3.67 B,2024-01-24 11:40:39,false,ded066fa204af303baaf1504d0f0f2ff,ecda5f80c5345b9373f1b49a17e210c0b988fc60f262a39da49f645eb3f5bfa9,py,
_m_o_r_t.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_m_o_r_t.py,176,176 B,2024-01-24 11:40:39,false,c216dbb17d4663e1c2c4b1ee8dba1b06,4e41ec39a9534311a6ed0a56b8afaec3ccb733e671b162f1139711eddb1e5203,py,
_m_o_r_x.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_m_o_r_x.py,176,176 B,2024-01-24 11:40:39,false,8bb481949257c70b7f786b0a4ab3cedc,3e8ea34e23cf98f25a91d01196722f27333983ff312a61c6f06f75fa3c7d0221,py,
_o_p_b_d.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_o_p_b_d.py,176,176 B,2024-01-24 11:40:39,false,3bf85fdf868772f8a0c6476dd7d35a09,e4b9ef551df792ac0b3601ba02626902c58df8a1236ef8c89aea82d9bd0569dc,py,
_n_a_m_e.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_n_a_m_e.py,41957,40.97 B,2024-01-24 11:40:39,false,c3f4e841c80720d1f63fcadfc4b90295,c1f642ce03cfd003f8311cb6dd6ed1d53390e2614c997e7bd577a1516202e5f9,py,
_p_r_e_p.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_p_r_e_p.py,122,122 B,2024-01-24 11:40:39,false,bbdebdaba492af2d925a5dbff581ee5a,4649ba315b12fe8a52cf2c2224872e117de5c92230e8e3c7d33955ff9fddb00d,py,
_p_o_s_t.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_p_o_s_t.py,11592,11.32 B,2024-01-24 11:40:39,false,0b9f3a07d52fe2834d8380ca31810e6f,962c1c0c9d0efeccfdff9bf2de9a630b8dbb72f99a3cc5079dc9c8bf493ff74e,py,
_p_r_o_p.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_p_r_o_p.py,176,176 B,2024-01-24 11:40:39,false,04f715b99e20f4ea721ada37c1100b5a,7ef655e2ae7410cfa7de7d47025fa5a5421d85ce75bdad120bc1a30e6668ef2c,py,
_s_b_i_x.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_s_b_i_x.py,4562,4.46 B,2024-01-24 11:40:39,false,587dd2d91b090bd2e7f387ed3e3e8059,7ba471e5bb221bd81820a2a555b0d5a88df0233794326ddc3f217d877e622a70,py,
_t_r_a_k.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_t_r_a_k.py,11394,11.13 B,2024-01-24 11:40:39,false,f8e92beb0fd39ab12e4ef8dacee79013,c8771158726edf36e4ffa3a154ccca1d77778f39a71032c25921b8625b6d70b9,py,
_v_h_e_a.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_v_h_e_a.py,4257,4.16 B,2024-01-24 11:40:39,false,8dde8daf0e18fdc1fbda984d426f6311,b10e28891214eb8d4a500c1af29bd6b6b83b19803635546f504d052620ad640a,py,
_v_m_t_x.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_v_m_t_x.py,239,239 B,2024-01-24 11:40:39,false,8cc2a985278c8ddbc8899b2fe9f39d06,5de8e86885c4113b1137cd0eaac34918381a124c4b5f228583d96724f3de1c7b,py,
asciiTable.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\asciiTable.py,657,657 B,2024-01-24 11:40:39,false,778f34486207296a5a0844b64c824e71,c49b4e5b2e6501364920b22d53e03474ae3e8cd5c1072cf255678ef35156f277,py,
grUtils.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\grUtils.py,2362,2.31 B,2024-01-24 11:40:39,false,d6bfcfa3a548c9674e1ce06cde7e2556,4ff5ac12da56eb49bd5fa46e964a376c623d6857520bc2327dfc20ffd932d3f2,py,
otBase.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\otBase.py,54632,53.35 B,2024-01-24 11:40:39,false,ef3dea56e39ba870df51e53aa83ffd29,968332d0f3b1282461f024ccf4e029764cd7c2fa6294028c519df3a876ad45b1,py,
otConverters.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\otConverters.py,71143,69.48 B,2024-01-24 11:40:39,false,ea410ea61942aceff350af44f61c322c,94e0fc9b6a9cba197f69c435f612d7d33ddd6227ddd13e704e3f5cbe4d18ea82,py,
otTables.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\otTables.py,84227,82.25 B,2024-01-24 11:40:39,false,194a0ac48d8ce38c3c8f7ac304b1f903,72c44777fd5793d1c33877b992836f7d8343719b1c9a29f89510562326e1e8f0,py,
otData.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\otData.py,198827,194.17 B,2024-01-24 11:40:39,false,058e4e5d2cc77b4292694732e5ff0350,e2098f5b57b9dcabfacd3c7097fa0aab52f17a8310d487920e87ce6217e395df,py,
otTraverse.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\otTraverse.py,5657,5.52 B,2024-01-24 11:40:39,false,2c904b177c402da366e6f12043737de9,0b14a94396d935822097919ed09adb679287a03ff9182fa2940eb58b37d695b6,py,
sbixGlyph.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\sbixGlyph.py,5773,5.64 B,2024-01-24 11:40:39,false,12950d8dee09d6ee0915e48f7bdf395b,a470cae684ee2bc3686a64bbee2268514015694136cf08cfaee65423568ee414,py,
sbixStrike.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\sbixStrike.py,6840,6.68 B,2024-01-24 11:40:39,false,387b25e6b10cc8e765bd4951d0e6b69f,f7e50854fa2b995776ee5394e5fb8666fce4724036539f7be630575d410fc4a0,py,
table_API_readme.txt,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\table_API_readme.txt,2839,2.77 B,2024-01-24 11:40:39,false,99dd052bb43054260c27eadb41491a99,13d970196d4ffdd1aacb515805c60b5440c39a291bb2a5b8a54b69bf544a0895,txt,text/plain; charset=utf-8
ttCollection.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\ttCollection.py,4090,3.99 B,2024-01-24 11:40:39,false,6b3a12168eaac3d958fe75dbc00f3873,d59124fdcb383ddbfb49c21d62d728a5859fcec814a051a8707c7b1411222707,py,
ttProgram.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\ttProgram.py,36480,35.62 B,2024-01-24 11:40:39,false,e476f269721f0ecc5eea04aeb6773bc5,9668404e4f45a630f13f72b198c19c590ebe3ae8e05aa409aecd2daf99bd4ae2,py,
ttFont.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\ttFont.py,42212,41.22 B,2024-01-24 11:40:39,false,4fe7246c889404a827b43583e047967a,824423b315065106f09d87f6bf8485910df41b05a1abc6db4a360770fff6cd23,py,
ttGlyphSet.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\ttGlyphSet.py,13571,13.25 B,2024-01-24 11:40:39,false,c0a6f415cc508422756965083d377769,a876ec3895689f9a30f2d5839a42491bf4c3f65b3d937b2cb7bb0fa593f29d63,py,
ttVisitor.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\ttVisitor.py,1057,1.03 B,2024-01-24 11:40:39,false,7aa52de8f12b45c8261797c22f846d0e,fc3926cf4b43b3ee40154478ea4ca0dcabba04c3e27eb673454f3ef54bd7773e,py,
ttx.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttx.py,17117,16.72 B,2024-01-24 11:40:39,false,a3ba34eb8281051c55002d6fc2301e24,613c36006f2e174e18637d937589a1d03be308b6b1f470ad0c46669239722bec,py,
woff2.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\woff2.py,62818,61.35 B,2024-01-24 11:40:39,false,9d1342981efbdfe367ce823b8e266228,db1f5fb3e67fb9ba85680a6158f26e39e9834dbcc0047b9e99388663b4f4c01b,py,
__init__.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ufoLib\__init__.py,96131,93.88 B,2024-01-24 11:40:39,false,9b60a9f6baf772e017d78df51b1ad1a6,ace7843f44dba6fcfd10a35b06ba124c8cc981972c21bb7021919fc8c66ff200,py,
converters.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ufoLib\converters.py,10894,10.64 B,2024-01-24 11:40:39,false,19ee935e2505f0484b3e99bb8721b84c,eeb0ddc08eb6fe7de2c5b59e84e38fa20d60bfb4f16e08e66c67960ae7996829,py,
etree.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ufoLib\etree.py,228,228 B,2024-01-24 11:40:39,false,901d955ae229e7ff0a5644045cb9d17c,849b8ee99479f1793ea5428b3c6ea49981248424d7159044446fe4189f0fca67,py,
errors.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ufoLib\errors.py,606,606 B,2024-01-24 11:40:39,false,4e69a43f087a177fb0e7b22bd35eb017,5af6e418cc7b5b46fc204ed2ecb99f6f25539be5dcd1c4522ac5db261d0d117d,py,
filenames.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ufoLib\filenames.py,7853,7.67 B,2024-01-24 11:40:39,false,3debc92b1c8f848bbfcc903dca157bdd,5232d061f610a90cfdeb337a5efe23023181b0ad2052189da7c2ef94422dd1a4,py,
kerning.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ufoLib\kerning.py,3064,2.99 B,2024-01-24 11:40:39,false,b38d115f4ff7bb4dcc70e6f1bb098f70,d833c7a50f4cb78e914eb533ce6566058169083e5004e1a6f5548bb6634d7500,py,
plistlib.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ufoLib\plistlib.py,1544,1.51 B,2024-01-24 11:40:39,false,12090a9dc8c50b7fd12396c3b8c182c3,93d694123c2e87faf8e17c5cc80dec3341e5e693c36591fa6257d62e2cd3d735,py,
pointPen.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ufoLib\pointPen.py,237,237 B,2024-01-24 11:40:39,false,415800acbf8065bae4ec4ef6ee7b7b53,acd613521950d5bef93462d62c080e8f74ede79a1c31cba61316f1f66f1f1968,py,
glifLib.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ufoLib\glifLib.py,74073,72.34 B,2024-01-24 11:40:39,false,c689b922372972fa5232b8e70336880d,56fbc2ee2e109ecd6f858b64208b6d6f28f71995dee0aaecb8b087b486cfacb8,py,
validators.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ufoLib\validators.py,31991,31.24 B,2024-01-24 11:40:39,false,fd45ab88f4a81fca9c1630a8ad6cab51,9d98228cf596e348f37106fa620ba3545562e7798f3e59ab435b94f10253fc6b,py,
utils.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ufoLib\utils.py,1967,1.92 B,2024-01-24 11:40:39,false,261fc3f895059f43f91cff9b04ed85d4,5e50f99cbe437f9a4cbcd9b0bfd488d4513a97facb592dcb2dad7e4829e995e6,py,
unicode.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\unicode.py,1287,1.26 B,2024-01-24 11:40:39,false,3264d5e7c3dd1e9ebb533092e084f961,6bbe3ad2c536e539d5606ceb565d2ebf4948fe90db00d669f097e6ab1f6d01a8,py,
Blocks.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\unicodedata\Blocks.py,32139,31.39 B,2024-01-24 11:40:39,false,6ed94612ecf0a84146810d2e6dbec747,a2f4e23cb6792f46da552425f563fe435d41cedf34ba15be90299ac02afe07ba,py,
OTTags.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\unicodedata\OTTags.py,1246,1.22 B,2024-01-24 11:40:39,false,652440c759179daa237c95c10676bee8,200b7c3576993a1bb972eba4b38e830d7dc4ecebe8aa9f8f314402f962543c8b,py,
ScriptExtensions.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\unicodedata\ScriptExtensions.py,20011,19.54 B,2024-01-24 11:40:39,false,5200702913dfb2fe7ddd54e2c16e86e3,a0bac6c3e0cc69a76ea7ae4dadec3f6cb31bfbb3a4f362d2b8263c55c35d8a38,py,
__init__.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\unicodedata\__init__.py,9124,8.91 B,2024-01-24 11:40:39,false,5cef4da76d681f5da9c37e66807a1ae5,3d2d63791035b46f950b1e4e9646be4da115d9963cb4b65665e655dcdc02d74e,py,
__init__.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\__init__.py,54831,53.55 B,2024-01-24 11:40:39,false,fb6c4bcb28a8483ce87971be969b31e7,b22ddbe862c04a2dae902687cb115d691553e85c519d8e34d56bf6c8ee9b6f66,py,
__main__.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\__main__.py,101,101 B,2024-01-24 11:40:39,false,dbb63dc8df3d46083893b5f69f173581,ca4c99639186f483c3b0fad45a21e05c49ec80aad0b9d6649de0937ace865295,py,
Scripts.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\unicodedata\Scripts.py,129595,126.56 B,2024-01-24 11:40:39,false,adf898029c5c66d1044f0af2cc00b792,6282cc45ae7530da92130b628be4f577cbfe1c3b87440a856c7c2426a9a258f7,py,
avar.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\avar.py,1965,1.92 B,2024-01-24 11:40:39,false,f39d7dadf70afbb0d2c4aea4434b9929,a60c5646a33016d8f3ee23138c1b544773cebb39cef08f7e8bef4642a7f43f06,py,
avarPlanner.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\avarPlanner.py,28362,27.70 B,2024-01-24 11:40:39,false,48ddddedbb73017a4c261b78b28ffac7,a2b8f216f8376240beb25b7b7e04845350068cb0a41a030427b853455e82a940,py,
builder.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\builder.py,5016,4.90 B,2024-01-24 11:40:39,false,7d03170731feeaf4e25be103a2914fa3,70bae47aa28537798a0c4ebcfcb339b14334372ef5130d13562cab986267b33e,py,
cff.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\cff.py,26834,26.21 B,2024-01-24 11:40:39,false,a116db274a447247badca2b01beb9364,59eb9229d622e92fd893e60b140de966481e93c6914064c8eb03bb3af8a259b1,py,
errors.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\errors.py,7153,6.99 B,2024-01-24 11:40:39,false,012ccd5514b8bdb348e9c7507e6c0289,99797eaae4f667be7fb7b5306faba0dd532199b4233bce3560d2de821c2e63fb,py,
featureVars.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\featureVars.py,26135,25.52 B,2024-01-24 11:40:39,false,0f50c0839affca393393377bbd646213,bd106aebad4dcaf0ef37df452e8cf72a950d608367e6935c031060f2c25265ae,py,
__main__.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\instancer\__main__.py,109,109 B,2024-01-24 11:40:39,false,2246e14c9770cff72eb8169bb993d7a7,60dfedc890dd98b947dee9a22c34b6b9ed197377d215ec5af700ae9375aea1dd,py,
featureVars.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\instancer\featureVars.py,7300,7.13 B,2024-01-24 11:40:39,false,58ea854cccd7ce6349f548427d0becc8,6f7aad18261567d7ea92a7201505229184015ffdffc7462076bbefc4800b6ee5,py,
__init__.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\instancer\__init__.py,59885,58.48 B,2024-01-24 11:40:39,false,22b80f5e765ff1051cc5469d23ed9b32,f778ff5c9514813c95475f3ee183536cc2b38ba93c3604adb84c7b0e4d3bcadc,py,
solver.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\instancer\solver.py,11311,11.05 B,2024-01-24 11:40:39,false,a6566a4cb0634e15701047d72ba36668,ee7a15619ea01ebbf8b55ee46971e7e2230ab3f60fd9836cb2be338021e4e2a2,py,
names.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\instancer\names.py,15338,14.98 B,2024-01-24 11:40:39,false,713571edc61d7d0e0537bcadc6ba75db,be61e2ec966587e3786a6c4a75a4c9fb90cdf660c9f169e1fecf56d602404386,py,
interpolatableHelpers.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\interpolatableHelpers.py,11190,10.93 B,2024-01-24 11:40:39,false,fb5187f80d3b1f18b6969086d385e621,1985595fb59917b73d749be91b78fd2268cf76e9b14af2646c5c405369f560c3,py,
interpolatable.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\interpolatable.py,43084,42.07 B,2024-01-24 11:40:39,false,8a3af08ee928a16e149839e7c937c75b,199eaf65f8b45ab6e9d1aba3283a75ff86e6a45f2e04d1f7c713155be4fbfd5a,py,
interpolatableTestContourOrder.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\interpolatableTestContourOrder.py,3115,3.04 B,2024-01-24 11:40:39,false,a6f6c102dceca0e5b8cf3595de8572e8,64756c65889d54e0d80e62f9e349287b7e82b6f65c23dc3a28af4315119d8629,py,
interpolatablePlot.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\interpolatablePlot.py,45644,44.57 B,2024-01-24 11:40:39,false,39929c8624b08362bf5dc6ff2fd9efbd,b5428577c1fd076783fc613a8d5d7727e75992421e2e6937a23018adff9e76c0,py,
interpolatableTestStartingPoint.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\interpolatableTestStartingPoint.py,4336,4.23 B,2024-01-24 11:40:39,false,ec1c144b2b672a9cf8e930810a728b6c,c9810da089a58ce16a94b4d1cc450f6e622bdd0e315e697afeac7224bf7392b7,py,
interpolate_layout.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\interpolate_layout.py,3811,3.72 B,2024-01-24 11:40:39,false,3e867f44762e35c2e0a8e1245848ab2f,50d954a30e9c96d7cff547caf6657b737b531183afd8eb54093e17876ad4a351,py,
iup.py,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\iup.py,15161,14.81 B,2024-01-24 11:40:39,false,400caea6fbf061a7b40b173b7c08c2bf,7ae020543bf5ffb4ed6568ac34f5e2d65d0ad9736381196473eacb38b4e74f75,py,
iup.cp38-win_amd64.pyd,temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\iup.cp38-win_amd64.pyd,139264,136.00 B,2024-01-24 11:40:39,false,13447b6b7470bf951b891a2cd6db16ac,3d684f2984d67018bf345d0ecb520ccf37c9c4134b3092632486610d2306d3a6,pyd,
